"id","invoice_id","product_id","product_name","remark","qty","price","dis","order_date","profit"
"3275","397","0","SPORT RIM SAGA FLX, PCD 100 USED",,"1","650","0.00","2024-12-17","0"
"3276","397","0","STEEL VALVE",,"4","10","0.00","2024-12-17","0"
"3277","397","0","WHEEL BALANCING",,"4","5","0.00","2024-12-17","0"
"3278","395","0","1ST TANK ",,"1","400","0.00","2024-12-14","0"
"3279","395","0","2ND TANK",,"1","450","0.00","2024-12-14","0"
"3280","396","0","ORIGINAL KIA FORTE ECU - 1 YEAR WARRANTY",,"1","3900","0.00","2024-12-14","0"
"3282","399","0","VALVE BODY, OIL SUM AND ATIF OIL",,"1","950","0.00","2024-12-19","0"
"3288","400","0","ENGINE OIL MOTUL 10W-40 SEMI",,"1","250","0.00","2024-12-19","0"
"3289","400","0","OIL FILTER",,"1","15","0.00","2024-12-19","0"
"3290","400","0","SERVICE LABOUR",,"1","40","0.00","2024-12-19","0"
"3337","403","0","FLYWHEEL OIL SEAL ORIGINAL",,"1","325","0.00","2024-12-19","0"
"3338","403","0","ENGINE OIL - 605 LITTER",,"1","590","0.00","2024-12-19","0"
"3339","403","0","TRANSMISSION FLUID - 1 LITTER",,"6","110","0.00","2024-12-19","0"
"3340","403","0","OIL SUMP GASKET ORI",,"1","380","0.00","2024-12-19","0"
"3341","403","0","AIR COND SERVICE, NEW GAS, COMPRESSOR OIL, FLUSHING WHOLE SYSTEM",,"1","550","0.00","2024-12-19","0"
"3342","403","0","FRONT BONNET DAMPER OEM",,"2","135","0.00","2024-12-19","0"
"3343","403","0","REMOVE CROSS MEMBER REPLACE OIL SUM GASKET",,"1","390","0.00","2024-12-19","0"
"3344","403","0","LABOUR REMOVE INSTALL GEARBOX",,"1","750","0.00","2024-12-19","0"
"3345","402","0","FRONT UPPER ARM",,"2","563","0.00","2024-12-19","0"
"3346","402","0","FRONT DUMPER TUBE",,"2","87","0.00","2024-12-19","0"
"3347","402","0","FRONT MOUNTING",,"2","187","0.00","2024-12-19","0"
"3348","402","0","REAR DUMPER TUBE",,"2","68","0.00","2024-12-19","0"
"3349","402","0","REAR LOWER MOUNTING",,"2","220","0.00","2024-12-19","0"
"3350","402","0","ENGINE MOUNTING",,"2","405","0.00","2024-12-19","0"
"3351","402","0","GEARBOX MOUNTING",,"2","120","0.00","2024-12-19","0"
"3352","402","0","FRONT DISC ORI",,"2","439","0.00","2024-12-19","0"
"3353","402","0","FRONT WEAR SENSOR",,"1","37","0.00","2024-12-19","0"
"3354","402","0","REAR DISC ORI",,"2","382","0.00","2024-12-19","0"
"3355","402","0","REAR WEAR SENSOR",,"1","37","0.00","2024-12-19","0"
"3356","402","0","FRONT BRAKE PAD OEM",,"1","260","0.00","2024-12-19","0"
"3357","402","0","REAR BRAKE PAD OEM ",,"1","210","0.00","2024-12-19","0"
"3358","402","0","RIM REPAIR",,"2","75","0.00","2024-12-19","0"
"3359","402","0","LABOUR FOR CHASSIS",,"1","700","0.00","2024-12-19","0"
"3364","404","0","2 STEP POLISH, WHOLE CAR WAX",,"1","250","0.00","2024-12-20","0"
"3365","404","0","INTERIOR CLEANING, UV PROTECTION - PLASTIC TRIMS, WINDSCREEN WATER REPELLANT AND CLEANING, ENGINE BA",,"1","250","0.00","2024-12-20","0"
"3368","406","0","AIRCOND COMPRESSOR, MINI COOPER NO WARRANTY",,"1","2850","0.00","2024-12-24","0"
"3383","407","0","DASHCAM 70MAI",,"1","450","0.00","2024-12-24","0"
"3384","407","0","2 DIN PLAYER",,"1","950","0.00","2024-12-24","0"
"3385","407","0","REVERSE CAMERA ",,"1","180","0.00","2024-12-24","0"
"3386","407","0","FOG LIGHT WIRING",,"1","120","0.00","2024-12-24","0"
"3387","407","0","FOG LIGHT",,"2","80","0.00","2024-12-24","0"
"3388","407","0","BRACKET ORI",,"2","50","0.00","2024-12-24","0"
"3389","407","0","FOG LIGHT MALE & FEMALE SOCKET",,"1","60","0.00","2024-12-24","0"
"3390","408","0","OIL FILTER",,"1","30","0.00","2024-12-28","0"
"3391","408","0","ENGINE OIL",,"1","175","0.00","2024-12-28","0"
"3392","408","0","LABOUR",,"1","30","0.00","2024-12-28","0"
"3419","410","0","VALVE COVER",,"1","290","0.00","2024-12-31","0"
"3420","410","0","VALVE COVER RESPRAY",,"1","200","0.00","2024-12-31","0"
"3421","410","0","PAINT TOUCH UP, 3 PANEL",,"3","400","0.00","2024-12-31","0"
"3422","410","0","GEARBOX BLUEPRINT, NEW BEARING 5 PCS, 5TH GEAR, OIL GUTTER",,"1","2500","0.00","2024-12-31","0"
"3423","410","0","ENGINE OIL MOTUL",,"1","250","0.00","2024-12-31","0"
"3424","410","0","GEAR OIL MOTUL GEAR 300",,"1","480","0.00","2024-12-31","0"
"3451","409","0","WIPER",,"1","90","0.00","2024-12-28","0"
"3452","409","0","WIPER CAP",,"1","23","0.00","2024-12-28","0"
"3453","409","0","REAR EMBLEM",,"1","55","0.00","2024-12-28","0"
"3454","409","0","RADIATOR CAP",,"1","37","0.00","2024-12-28","0"
"3455","409","0","REVERSE BULB",,"1","10","0.00","2024-12-28","0"
"3456","409","0","DSR CARPET",,"1","0","0.00","2024-12-28","0"
"3457","409","0","DSR BATTERY BRACKET",,"1","130","0.00","2024-12-28","0"
"3458","409","0","STEERING RE-WRAP",,"1","570","0.00","2024-12-28","0"
"3459","409","0","EXHAUST TIP",,"1","98","0.00","2024-12-28","0"
"3460","409","0","SE LOGO",,"1","48","0.00","2024-12-28","0"
"3463","401","0","FRONT LIP",,"1","380","0.00","2024-12-19","0"
"3464","401","0","LALAMOVE",,"1","20.2","0.00","2024-12-19","0"
"3470","414","0","COIL PLUG ORI BOSCH",,"1","260","0.00","2025-01-04","0"
"3471","414","0","ENGINE OIL MOTUL SEMI",,"1","250","0.00","2025-01-04","0"
"3472","414","0","OIL FILTER ",,"1","15","0.00","2025-01-04","0"
"3473","414","0","DRIVESHAFTBOOTH ",,"1","65","0.00","2025-01-04","0"
"3474","414","0","LABOUR - COIL PLUG & DIAGNOSE, SERVICE, DRIVESHAFT BOOT REPLACEMENT",,"1","200","0.00","2025-01-04","0"
"3478","405","0","VOLKSWAGEN  PASSAT B7 SMALL FAN",,"1","510","0.00","2024-12-24","0"
"3479","411","0","PAINT TOUCH",,"1","300","0.00","2024-12-31","0"
"3480","411","0","HEADLAMP DRIVER SIDE",,"1","450","0.00","2024-12-31","0"
"3481","411","0","WHOLE CAR POLISH AND WAX",,"1","250","0.00","2024-12-31","0"
"3482","412","0","RE-PROGRAM AND CHECK IMMOBILIZER SYSTEM AND SMART KEY SETUP",,"1","750","0.00","2024-12-31","0"
"3483","412","0","RECTIFY ABS WIRING AND SENSOR",,"1","240","0.00","2024-12-31","0"
"3484","412","0","AIR COND FLUSH, AIR COND GAS AND COMPRESSOR OIL",,"1","550","0.00","2024-12-31","0"
"3485","412","0","WHEEL REPAIR",,"1","80","0.00","2024-12-31","0"
"3486","412","0","WHEEL INSTALLATION, 4 WHEELS BALANCING ON WHEEL BALANCING AND ALINGMENT",,"1","145","0.00","2024-12-31","0"
"3487","412","0","KIA FRONT LOGO",,"1","85","0.00","2024-12-31","0"
"3488","412","0","KIA REAR LOGO",,"1","70","0.00","2024-12-31","0"
"3489","412","0","WHEEL CAP",,"1","280","0.00","2024-12-31","0"
"3490","412","0","WIPER MOTOR SERVICE",,"1","120","0.00","2024-12-31","0"
"3491","412","0","NUMBER PLATE, FRONT FRAME",,"1","265","0.00","2024-12-31","0"
"3508","413","0","ENGINE GUARD RE-SPRAY ",,"1","250","0.00","2024-12-31","0"
"3509","413","0","BIKE PAINT TOUCH UP",,"1","350","0.00","2024-12-31","0"
"3514","416","0","REAR BUMPER REPAINT",,"1","450","0.00","2025-01-09","0"
"3515","416","0","REAR QUARTER PANEL KNOCKING & REPAINT",,"1","550","0.00","2025-01-09","0"
"3516","416","0","LEFT FRONT DOOR RE-SPRAY",,"1","450","0.00","2025-01-09","0"
"3517","416","0","WHOLE CAR POLISH & WAX",,"1","350","0.00","2025-01-09","0"
"3518","416","0","REAR LEFT DOOR REPAINT - FOC",,"1","0","0.00","2025-01-09","0"
"3519","416","0","REAR TRUNK UPPER REPAINT - FOC",,"1","0","0.00","2025-01-09","0"
"3544","419","0","ENGINE OIL MOTUL",,"1","250","0.00","2025-01-11","0"
"3545","419","0","OIL FILTER",,"1","15","0.00","2025-01-11","0"
"3546","419","0","ABSORBER LINK",,"2","130","0.00","2025-01-11","0"
"3547","419","0","OIL SUMP GASKET",,"1","120","0.00","2025-01-11","0"
"3548","417","0","CAM DAILING ",,"1","550","0.00","2025-01-11","0"
"3549","417","0","VALVE COVER GASKET",,"1","65","0.00","2025-01-11","0"
"3550","417","0","MOTUL ENGINE OIL 10W-40",,"1","250","0.00","2025-01-11","0"
"3551","417","0","OIL FILTER ",,"1","15","0.00","2025-01-11","0"
"3552","417","0","STARTER RE-BUILD",,"1","380","0.00","2025-01-11","0"
"3553","417","0","WIPER MOTOR RE-COIL",,"1","250","0.00","2025-01-11","0"
"3554","417","0","REAR QUARTER PANEL TOUCH UP & KNOCKING",,"1","300","0.00","2025-01-11","0"
"3555","418","0","FRONT BUMPER REPAINT",,"1","550","0.00","2025-01-11","0"
"3556","418","0","SIDE MIRROR REPAINT",,"1","200","0.00","2025-01-11","0"
"3557","418","0","BONET COVER FLAT BLACK",,"1","0","0.00","2025-01-11","0"
"3576","421","0","REAR CALIPER",,"1","510","0.00","2025-01-21","0"
"3577","421","0","DRIVESHAFT NOT AND THREAD",,"1","160","0.00","2025-01-21","0"
"3578","421","0","GEARBOX REPLACE BRAND NEW ADDITIONAL",,"1","2078","0.00","2025-01-21","0"
"3579","420","0","SIDE SKIRT WAJA R3",,"1","350","0.00","2025-01-21","0"
"3580","420","0","REAR LIP WAJA R3",,"1","250","0.00","2025-01-21","0"
"3581","420","0","FRONT BUMPER WAJA R3",,"1","350","0.00","2025-01-21","0"
"3582","420","0","ROOF MOLDING ORI",,"2","210","0.00","2025-01-21","0"
"3583","420","0","FRONT WINDSCREEN ORI MOLDING",,"1","185","0.00","2025-01-21","0"
"3584","420","0","REAR WINDSCREEN ORI MOLDING",,"1","170","0.00","2025-01-21","0"
"3599","423","0","GEARBOX",,"1","1500","0.00","2025-01-27","0"
"3600","423","0","ENGINE OIL",,"1","250","0.00","2025-01-27","0"
"3601","423","0","OIL FILTER",,"1","15","0.00","2025-01-27","0"
"3602","423","0","DIAGNOSTIC",,"1","80","0.00","2025-01-27","0"
"3603","423","0","DRIVESHAFT OIL SEAL",,"1","90","0.00","2025-01-27","0"
"3604","415","0","OUTSIDE PAINTING",,"1","5500","0.00","2025-01-08","0"
"3605","415","0","REAR TRUNK RE-SPRAY",,"1","0","0.00","2025-01-08","0"
"3606","415","0","ENGINE BAY TOUCH UP",,"1","0","0.00","2025-01-08","0"
"3607","415","0","BODY KNOCKING & RECTIFICATION",,"1","400","0.00","2025-01-08","0"
"3608","415","0","DEPOSIT PAID",,"1","-3000","0.00","2025-01-08","0"
"3609","380","0","ECU 2463 SATRIA GTI RE-CHIP & LAUNCH CONTROL",,"1","1200","0.00","2024-11-23","0"
"3610","422","0","REAR BONNET ",,"1","650","0.00","2025-01-27","0"
"3611","422","0","FRONT BUMPER",,"1","350","0.00","2025-01-27","0"
"3612","422","0","BUMPER GARNISH & FUEL CAP",,"1","120","0.00","2025-01-27","0"
"3625","424","0","POLISH, WAX & WATERMARK REMOVAL",,"1","150","0.00","2025-02-08","0"
"3635","426","0","RE-BORE BLOCK TO 82MM",,"1","550","0.00","2025-02-13","0"
"3636","426","0","PISTON, ROD & PIN UP SIZE 82MM USED HALFCUT",,"1","900","0.00","2025-02-13","0"
"3637","426","0","16 PCS VALVE SET",,"1","720","0.00","2025-02-13","0"
"3638","426","0","RADIATOR TOPHOSE ",,"1","53","0.00","2025-02-13","0"
"3639","426","0","RADIATOR LOWER HOSE",,"1","40","0.00","2025-02-13","0"
"3640","426","0","LOWER CLUTCH PUMP",,"1","95","0.00","2025-02-13","0"
"3641","426","0","RADIATOR SPARE TANK",,"1","58","0.00","2025-02-13","0"
"3642","426","0","TEMPERATURE SWITCH SENSOR",,"1","49","0.00","2025-02-13","0"
"3643","426","0","DISTRIBUTOR 4G93 HALFCUT",,"1","300","0.00","2025-02-13","0"
"3652","427","0","ENGINE BLUEPRINT LABOUR ",,"1","3500","0.00","2025-02-13","0"
"3653","427","0","MACHINE SHOP CHARGES ",,"1","2600","0.00","2025-02-13","0"
"3654","427","0","RUBUILD COMPONENTS, GASKET, FLYWHEEL OIL SEAL, MAIN BEARING, CONROD BEARING, PISTON RING, THRUST WAS",,"1","2500","0.00","2025-02-13","0"
"3655","427","0","CADNIUM COATING & RELATED PARTS TO BE SPRAYED HIGH TEMP ",,"1","1300","0.00","2025-02-13","0"
"3658","428","0","DRIVESHAFT REBUILD & FITTINGS",,"1","600","0.00","2025-02-13","0"
"3659","428","0","GEARBOX MAINTENANCE, RESPRAY & CADNIUM COATING",,"1","1590","0.00","2025-02-13","0"
"3663","429","0","225/40R18 FRONT, 255/35R18 REAR, MICHELIN PS5, YEAR 24",,"1","3440","0.00","2025-02-18","0"
"3664","429","0","KONIG AMPLIFORM (GLOSS BRONZE), 18X8.5 PCD 5-120 ET35-2PCS, 18X9.5 PCD 5-120 ET35-2PCS",,"1","4358","0.00","2025-02-18","0"
"3665","429","0","BMW E90, M SPORT SCUFF PLATE",,"1","890","0.00","2025-02-18","0"
"3715","430","0","ENGINE OIL RAVENOL 10W-40",,"5","75","0.00","2025-02-18","0"
"3716","430","0","OIL FILTER",,"1","90","0.00","2025-02-18","0"
"3717","430","0","BODY KNOCKING",,"1","230","0.00","2025-02-18","0"
"3718","430","0","BONNET REPAINT",,"1","300","0.00","2025-02-18","0"
"3719","432","0","AIRCOND",,"1","850","0.00","2025-02-20","0"
"3720","432","0","COOLING COIL APM 1 YEAR WARRANTY",,"1","0","0.00","2025-02-20","0"
"3721","432","0","AIRCOND COMPRESSOR FLUSHING",,"1","0","0.00","2025-02-20","0"
"3722","432","0","NEW COMPRESSOR OIL",,"1","0","0.00","2025-02-20","0"
"3723","432","0","INSERT NEW GAS",,"1","0","0.00","2025-02-20","0"
"3724","431","0","EXCEDY RED BOX ",,"1","395","0.00","2025-02-18","0"
"3725","431","0","CLUTCH BEARING",,"1","58","0.00","2025-02-18","0"
"3726","431","0","GEAR OIL GEAR 300",,"1","380","0.00","2025-02-18","0"
"3727","431","0","FLYWHEEL OIL SEAL",,"1","112","0.00","2025-02-18","0"
"3728","431","0","DRIVESHAFT OIL SEAL",,"2","32","0.00","2025-02-18","0"
"3729","431","0","GEAR LEVER BUSH ",,"1","50","0.00","2025-02-18","0"
"3730","431","0","LOWER MOUNTING 2 PCS",,"1","146","0.00","2025-02-18","0"
"3731","431","0","BOSCH HORN",,"1","90","0.00","2025-02-18","0"
"3732","431","0","REAR 3RD BRAKE LIGHT 60 PCS LED REPLACE",,"1","180","0.00","2025-02-18","0"
"3733","431","0","STRING ALINGMENT BALANCING",,"1","120","0.00","2025-02-18","0"
"3734","431","0","EXHAUST CLIP",,"1","15","0.00","2025-02-18","0"
"3735","431","0","LOWER CLUTCH PUMP",,"1","110","0.00","2025-02-18","0"
"3736","431","0","LABOUR REMOVE INSTALL GEARBOX, KNOCK SENSOR WIRE REPAIR, REMOVE INSTALL BUMPER",,"1","550","0.00","2025-02-18","0"
"3739","433","0","KONIG HELIOGRAM WHEELS 18 X 8.5   5-112 E+32 TITANIUM METALLIC",,"1","3880","0.00","2025-02-21","0"
"3740","434","0","BRAKE SWITCH RUBBER",,"1","28","0.00","2025-02-25","0"
"3741","434","0","DIAGNOSTIC SCAN",,"1","70","0.00","2025-02-25","0"
"3742","425","0","GEAR OIL",,"1","370","0.00","2025-02-08","0"
"3743","425","0","BENDIX METAL KING BRAKE PAD",,"1","165","0.00","2025-02-08","0"
"3744","425","0","RACK END",,"2","55","0.00","2025-02-08","0"
"3745","425","0","TIE ROD END",,"1","110","0.00","2025-02-08","0"
"3746","425","0","STEERING RACK BOOTH",,"2","45","0.00","2025-02-08","0"
"3747","425","0","DRIVESHAFT BOOT",,"4","65","0.00","2025-02-08","0"
"3748","425","0","LABOUR REPACK DRIVESHAFT & REPLACE TIE ROD",,"1","460","0.00","2025-02-08","0"
"3749","425","0","STRING ALINGMENT",,"1","120","0.00","2025-02-08","0"
"3755","435","0","ECU RE-CHIP",,"1","1200","0.00","2025-02-26","0"
"3756","435","0","FUEL REGULATOR WORK",,"1","550","0.00","2025-02-26","0"
"3757","435","0","FICD TOYOTA ",,"1","300","0.00","2025-02-26","0"
"3758","435","0","CAM DAILING & INSTALL",,"1","750","0.00","2025-02-26","0"
"3759","435","0","VACUUM HOSES & ADAPTER",,"1","150","0.00","2025-02-26","0"
"3767","436","0","ANDROID PLAYYER - 1 YEAR WARRANTY",,"1","2980","0.00","2025-02-26","0"
"3768","436","0","ADD 360 CAMERA FUNCTION",,"1","1200","0.00","2025-02-26","0"
"3769","436","0","KAPPA 603 CF",,"1","1723","0.00","2025-02-26","0"
"3770","436","0","AMBIENT LIGHT - 1 YEAR WARRANTY",,"1","1300","1299.00","2025-02-26","0"
"3771","436","0","DASHCAM ",,"1","850","0.00","2025-02-26","0"
"3772","436","0","FRONT BONNET DAMPER",,"2","210","0.00","2025-02-26","0"
"3773","436","0","LABOUR AUDIO & DASHCAM",,"1","550","0.00","2025-02-26","0"
"3859","439","0","TENSIONER ",,"1","283","0.00","2025-03-04","0"
"3860","439","0","TENSIONER BELT",,"1","78","0.00","2025-03-04","0"
"3861","439","0","EARTH 500 AMP & 300 AMP",,"1","125","0.00","2025-03-04","0"
"3862","439","0","LOWER ARM BALL JOINT",,"2","145","0.00","2025-03-04","0"
"3863","439","0","LOWER ARM SMALL BUSH ",,"2","48","0.00","2025-03-04","0"
"3864","439","0","LOWER ARM BIG BUSH",,"2","65","0.00","2025-03-04","0"
"3865","439","0","GEARBOX SPLASH GUARD ",,"1","60","0.00","2025-03-04","0"
"3866","439","0","ALINGMENT",,"1","60","0.00","2025-03-04","0"
"3867","439","0","LABOUR MACHINE SHOP",,"1","184","0.00","2025-03-04","0"
"3868","439","0","LABOUR LOWER ARM",,"1","180","0.00","2025-03-04","0"
"3869","439","0","LABOUR MISCELLANEOUS",,"1","150","0.00","2025-03-04","0"
"3871","440","0","NS60R BATTERY",,"1","235","0.00","2025-03-05","0"
"3895","437","0","BATTERY",,"1","280","0.00","2025-03-04","0"
"3896","437","0","POWER WINDOW REGULATOR",,"1","55","0.00","2025-03-04","0"
"3897","437","0","OIL PRESSURE SWITCH",,"1","48","0.00","2025-03-04","0"
"3898","437","0","HORN",,"1","95","0.00","2025-03-04","0"
"3899","437","0","CENTRAL LOCK PAIR",,"1","78","0.00","2025-03-04","0"
"3900","437","0","RADIATOR SPARE TANK",,"1","43","0.00","2025-03-04","0"
"3901","437","0","WIPER SPARE TANK",,"1","70","0.00","2025-03-04","0"
"3902","437","0","WIPER PAIR",,"1","45","0.00","2025-03-04","0"
"3903","437","0","BUMPER CORNER LAMP",,"1","120","0.00","2025-03-04","0"
"3904","437","0","LOWER CLUTCH PUMP",,"1","110","0.00","2025-03-04","0"
"3905","437","0","REAR BUMPER BRACKET CUSTOM",,"1","50","0.00","2025-03-04","0"
"3906","437","0","CLUSTER PANEL TOP",,"1","242","0.00","2025-03-04","0"
"3907","437","0","FUEL PUMP",,"1","140","0.00","2025-03-04","0"
"3908","437","0","STARTER NEW  - 1 YEAR WARRANTY",,"1","350","0.00","2025-03-04","0"
"3909","437","0","FOG LIGHT SOCKET",,"1","90","0.00","2025-03-04","0"
"3910","437","0","DISTRIBUTOR 4G93 - 3 MONTHS WARRANTY",,"1","350","0.00","2025-03-04","0"
"3911","437","0","CONSOLE CAP",,"1","45","0.00","2025-03-04","0"
"3912","437","0","NEGATIVE TERMINAL",,"1","49","0.00","2025-03-04","0"
"3913","437","0","POSITIVE TERMINAL WITH ABS FUSE",,"1","118","0.00","2025-03-04","0"
"3914","437","0","ECU LINKS 123 ",,"1","4480","0.00","2025-03-04","0"
"3915","437","0","INSTALL , CONFIGURATION SET UP & TUNING + DYNO",,"1","2350","0.00","2025-03-04","0"
"3916","437","0","SIGNAL SIDE LAMP",,"2","42","0.00","2025-03-04","0"
"3917","437","0","LABOUR MISCELLANEOUS",,"1","250","0.00","2025-03-04","0"
"3929","441","0","REAR TAIL LAMP",,"2","290","0.00","2025-03-06","0"
"3930","441","0","STEERING RACK GTI",,"1","450","0.00","2025-03-06","0"
"3931","441","0","OIL PRESSURE SWITCH",,"1","48","0.00","2025-03-06","0"
"3932","441","0","FAN BELT",,"1","65","0.00","2025-03-06","0"
"3933","441","0","ALTERNATOR BELT",,"1","45","0.00","2025-03-06","0"
"3934","441","0","ENGINE ROLL MOUNTING",,"1","143","0.00","2025-03-06","0"
"3935","441","0","FRONT BODY KNOCKING",,"1","380","0.00","2025-03-06","0"
"3936","441","0","WIPER NOZEL",,"1","40","0.00","2025-03-06","0"
"3937","441","0","WIPER HOSE",,"1","20","0.00","2025-03-06","0"
"3938","441","0","CENTRAL LOCK DRIVER",,"1","45","0.00","2025-03-06","0"
"3939","441","0","Labour Charge",,"1","350","0.00","2025-03-06","0"
"3941","442","0","BRIDGESTONE 275/40/22, ALENZA001 SILENT EV , YEAR MADE 2024",,"4","1980","0.00","2025-03-07","0"
"4003","444","0","MAINSHAFT OIL SEAL VITON (MMC)",,"1","116","0.00","2025-03-07","0"
"4004","444","0","GEAR LEVER BOOT COVER 1 DUST COVER",,"1","48","0.00","2025-03-07","0"
"4005","444","0","GEAR BOX BREATHER PLUG",,"1","63","0.00","2025-03-07","0"
"4006","444","0","GEAR LEVER OIL SEAL",,"1","24","0.00","2025-03-07","0"
"4007","444","0","USED 5TH GEAR BEARING & GEAR OIL SPLASH COVER",,"1","126","0.00","2025-03-07","0"
"4008","444","0","RETRADE GEARBOX HOUSING",,"1","120","0.00","2025-03-07","0"
"4009","444","0","GEARBOX BEARING",,"1","720","0.00","2025-03-07","0"
"4010","444","0","LABOUR GEARBOX OVERHAUL FITTINGS, SHIMMING & BEARING",,"1","1200","0.00","2025-03-07","0"
"4011","444","0","DISCOUNT",,"1","-600","0.00","2025-03-07","0"
"4012","445","0","AIRCOND WIRING GTI",,"1","280","0.00","2025-03-07","0"
"4013","445","0","LABOUR DIAGNOSE REPLACE WIRING",,"1","350","0.00","2025-03-07","0"
"4058","446","0","BRAKE PAD ",,"1","85","0.00","2025-03-14","0"
"4059","446","0","TIMING BELT",,"1","155","0.00","2025-03-14","0"
"4060","446","0","WATERPUMP",,"1","85","0.00","2025-03-14","0"
"4061","446","0","STEERING RACK BUSH 3PCS (ORI)",,"1","155","0.00","2025-03-14","0"
"4062","446","0","DISC SKIM",,"1","80","0.00","2025-03-14","0"
"4063","446","0","VALVE COVER GASKET",,"1","64","0.00","2025-03-14","0"
"4064","446","0","EVO PLUS ATF DEXTRON III OIL (1L)",,"2","28","0.00","2025-03-14","0"
"4065","446","0","LABOUR - TIMING BELT, STEERING RACK, BRAKE PAD REPLACEMENT",,"1","430","0.00","2025-03-14","0"
"4091","331","0","TPJ BLACK LOCK NUT",,"1","350","0.00","2024-09-26","0"
"4092","331","0","KNOCK SENSOR ORI PROTON",,"1","250","0.00","2024-09-26","0"
"4093","331","0","KNOCK SENSOR WIRE CONNECTOR HALFCUT",,"1","80","0.00","2024-09-26","0"
"4094","331","0","DSR PCB BOARD ",,"1","441","0.00","2024-09-26","0"
"4095","331","0","METER CABLE ",,"1","68","0.00","2024-09-26","0"
"4096","331","0","LED BULB & OSRAM BULB, LABOUR + INSTALL",,"1","250","0.00","2024-09-26","0"
"4097","331","0","METER PANEL CUSTOM GTI",,"1","380","0.00","2024-09-26","0"
"4098","331","0","HANDBRAKE CABLE JAPAN",,"1","267","0.00","2024-09-26","0"
"4099","331","0","CARBON FILTER",,"1","280","0.00","2024-09-26","0"
"4100","331","0","TIMING TENSIONER JAPAN",,"1","280","0.00","2024-09-26","0"
"4101","449","0","FRONT BUMPER RESPRAY",,"1","310","0.00","2025-03-18","0"
"4102","449","0","FRONT BUMPER BRACKET",,"1","70","0.00","2025-03-18","0"
"4155","451","0","AIRCOND WIRING GTI",,"1","280","0.00","2025-03-18","0"
"4156","451","0","MAINSHAFT OIL SEAL VITON (MMC)",,"1","116","0.00","2025-03-18","0"
"4157","451","0","GEAR LEVER BOOT COVER 1 DUST COVER",,"1","48","0.00","2025-03-18","0"
"4158","451","0","GEAR BOX BREATHER PLUG ",,"1","63","0.00","2025-03-18","0"
"4159","451","0","GEAR LEVER OIL SEAL",,"1","24","0.00","2025-03-18","0"
"4160","451","0","RETRADE GEARBOX HOUSING ",,"1","120","0.00","2025-03-18","0"
"4161","451","0","GEARBOX BEARING",,"1","720","0.00","2025-03-18","0"
"4162","451","0","BOSCH HORN",,"1","80","0.00","2025-03-18","0"
"4163","451","0","FOG LIGHT SOCKET FEMALE",,"2","45","0.00","2025-03-18","0"
"4164","451","0","NEGATIVE TERMINAL",,"1","45","0.00","2025-03-18","0"
"4165","451","0","GROUNDING 300 AMP & 500 AMP",,"1","140","0.00","2025-03-18","0"
"4166","451","0","FUEL REGULATOR WORKS",,"1","550","0.00","2025-03-18","0"
"4167","451","0","CAM DAILING AFTER CONVERT TO MMC",,"1","400","0.00","2025-03-18","0"
"4168","451","0","LABOUR DIAGNOSE REPLACE WIRING",,"1","350","0.00","2025-03-18","0"
"4169","451","0","LABOUR GEARBOX OVERHAUL FITTINGS, SHIMMING & BEARING",,"1","1990","0.00","2025-03-18","0"
"4170","451","0","DISCOUNT ON GEARBOX",,"1","-600","0.00","2025-03-18","0"
"4171","447","0","ENGINE OIL MOTUL 10W-40",,"1","250","0.00","2025-03-15","0"
"4172","447","0","GEAR OIL MOTUL GEAR 300",,"2","210","0.00","2025-03-15","0"
"4173","447","0","OIL FILTER",,"1","15","0.00","2025-03-15","0"
"4174","447","0","LABOUR ",,"1","30","0.00","2025-03-15","0"
"4177","452","0","IES CAR ALARM",,"1","320","0.00","2025-03-20","0"
"4178","452","0","KEY CHIP DUPLICATE",,"1","250","0.00","2025-03-20","0"
"4179","452","0","CAR COVER SAGA FLX - CUSTOM",,"1","1100","0.00","2025-03-20","0"
"4180","452","0","CAR COVER MERCEDES - CUSTOM",,"1","1100","0.00","2025-03-20","0"
"4187","454","0","ENGINE OIL MOTUL",,"1","250","0.00","2025-03-25","0"
"4188","454","0","OIL FILTER",,"1","15","0.00","2025-03-25","0"
"4189","454","0","BRAKE SERVO WITH MASTER PUMP (HALFCUT)",,"1","350","0.00","2025-03-25","0"
"4190","454","0","LABOUR",,"1","250","0.00","2025-03-25","0"
"4191","454","0","TOWING SERVICE",,"1","200","0.00","2025-03-25","0"
"4192","455","0","NEGATVE TERMINAL-QUICK RELEASE",,"1","50","0.00","2025-03-25","0"
"4320","453","0","SKIM BLOCK DECK MINIMUM",,"1","350","0.00","2025-03-22","0"
"4321","453","0","SKIM HEAD MINIMUM",,"1","190","0.00","2025-03-22","0"
"4322","453","0","REBORE CYLINDER OVERSIZE 1,00MM PISTON",,"1","550","0.00","2025-03-22","0"
"4323","453","0","CRANKSHAFT - CHECK FOR BEND & POLISH",,"1","350","0.00","2025-03-22","0"
"4324","453","0","PISTON PIN - POLISH & FIT PIN",,"4","90","0.00","2025-03-22","0"
"4325","453","0","GASKET TOP SET",,"1","480","0.00","2025-03-22","0"
"4326","453","0","PISTON RING 1.00MM",,"1","280","0.00","2025-03-22","0"
"4327","453","0","MAIN BEARING 0.25MM",,"1","250","0.00","2025-03-22","0"
"4328","453","0","CONNECTING ROD BEARING 0.25MM",,"1","240","0.00","2025-03-22","0"
